avg,std,comparison,roi,cimin,cimax,p,sem,d,t
0.4916666666666667,0.2644438608770405,"('face', 'vehicle')",Foveal 0.5°,0.37760014813433646,0.605733185198997,0.5594043554868309,0.05514035670176671,-0.031512674583162606,-0.15112947814982675
0.5416666666666666,0.2343726851737539,"('face', 'vehicle')",Foveal 1°,0.4405711972986912,0.642762136034642,0.2013361313352129,0.048870083119988555,0.1777795336336943,0.8526006916003052
0.5833333333333334,0.23746344747958345,"('face', 'vehicle')",Foveal 1.5°,0.48090467931638303,0.6857619873502837,0.05295052430850851,0.04951455161117829,0.3509312031717984,1.6830069266853713
0.6083333333333334,0.27373446176094735,"('face', 'vehicle')",Foveal 2°,0.49025936121752445,0.7264073054491423,0.035158410973162316,0.05707758090131268,0.3957606676061892,1.8980014853930494
0.6166666666666667,0.27028791233711424,"('face', 'vehicle')",Foveal 2.5°,0.5000793461691725,0.7332539871641609,0.024928398065390416,0.05635892566768337,0.4316384911847453,2.070065482698941
0.5916666666666667,0.27975683885990865,"('face', 'vehicle')",Foveal 3°,0.47099497272555596,0.7123383606077773,0.06486982033260884,0.058333333333333334,0.32766550780397463,1.5714285714285716
0.5666666666666668,0.268741924943285,"('face', 'vehicle')",Foveal 3.5°,0.45074619999260457,0.682587133340729,0.12315060584234162,0.056036565012119434,0.24806946917841724,1.1896993802573066
0.5750000000000001,0.27271780286589287,"('face', 'vehicle')",Foveal 4°,0.4573645585436255,0.6926354414563747,0.10009222903874072,0.05686559286751448,0.27500954910846365,1.3188994648263872
0.6083333333333334,0.3026503299555813,"('face', 'vehicle')",Peripheral,0.4777866480890648,0.738880018577602,0.049740234340492594,0.06310695621486836,0.357948836035411,1.7166623115917197
0.5083333333333333,0.2827199242281229,"('face', 'vehicle')",Opposite,0.38638352754290484,0.6302831391237618,0.44440823984486894,0.05895117934268763,0.0294755785468068,0.14135990876265617
0.975,0.06614378277661474,"('face', 'vehicle')",FFA,0.9464692146799533,1.0035307853200468,1.3506369838198654e-21,0.01379193210918426,7.181324987175319,34.4404247526487
0.6708333333333334,0.26532867458221615,"('face', 'vehicle')",LOC,0.5563851548957047,0.7852815117709621,0.0025976375081441048,0.055324853113051076,0.6438555259898909,3.087822628001411
0.4916666666666667,0.2827199242281229,"('female', 'male')",Foveal 0.5°,0.36971686087623823,0.6136164724570952,0.555591760155131,0.05895117934268763,-0.0294755785468068,-0.14135990876265617
0.44166666666666665,0.27676203175692693,"('female', 'male')",Foveal 1°,0.3222867675843213,0.561046565749012,0.838690669981442,0.05770887288504114,-0.21077072228088728,-1.01082087410607
0.425,0.26653642652865794,"('female', 'male')",Foveal 1.5°,0.3100308638841543,0.5399691361158457,0.9048423365560845,0.055576686802489665,-0.28138742976632514,-1.349486705937286
0.43333333333333335,0.24944382578492943,"('female', 'male')",Foveal 2°,0.3257370038806258,0.5409296627860409,0.8936476005651565,0.052012633173699606,-0.26726124191242434,-1.2817398889233111
0.4666666666666666,0.24267032964268398,"('female', 'male')",Foveal 2.5°,0.36199205043004834,0.5713412829032849,0.7417038417925546,0.05060026159448143,-0.1373605639486892,-0.6587581226451363
0.4583333333333333,0.23437268517375387,"('female', 'male')",Foveal 3°,0.3572378639653579,0.5594288027013087,0.7986638686647873,0.04887008311998855,-0.17777953363369456,-0.8526006916003063
0.48333333333333334,0.21538079972200141,"('female', 'male')",Foveal 3.5°,0.39042991745701944,0.5762367492096472,0.6430249191053343,0.044910001253177304,-0.07738232325341367,-0.3711125852058962
0.5,0.223606797749979,"('female', 'male')",Foveal 4°,0.40354834158406633,0.5964516584159336,0.5,0.0466252404120157,0.0,0.0
0.5083333333333334,0.33654700843847785,"('female', 'male')",Peripheral,0.3631654876978558,0.653501178968811,0.45325189241895814,0.07017490226721061,0.024761275912089355,0.11875090757664203
0.5083333333333333,0.27676203175692693,"('female', 'male')",Opposite,0.38895343425098794,0.6277132324156787,0.4432200675586907,0.05770887288504114,0.03011010318298378,0.14440298201515225
0.5,0.2449489742783178,"('female', 'male')",FFA,0.39434250195362025,0.6056574980463797,0.5,0.05107539184552492,0.0,0.0
0.5916666666666667,0.30810802578893587,"('female', 'male')",LOC,0.4587658319978114,0.724567501335522,0.08353199019064694,0.06424496446366204,0.2975146993719059,1.4268303738966932
0.5166666666666667,0.2763853991962833,"('bike', 'car')",Foveal 0.5°,0.39744922612964756,0.6358841072036858,0.38750973624882895,0.05763033956734372,0.06030226891555292,0.2891995221924894
0.5666666666666667,0.2748737083745107,"('bike', 'car')",Foveal 1°,0.4481012863006229,0.6852320470327103,0.12834536265244373,0.057315130241406345,0.2425356250363329,1.163159996075599
0.5666666666666667,0.28674417556808757,"('bike', 'car')",Foveal 1.5°,0.4429810204656254,0.6903523128677079,0.13818121414612058,0.05979029375285876,0.2324952774876385,1.1150081807965548
0.5791666666666666,0.2943625410196677,"('bike', 'car')",Foveal 2°,0.4521948771568465,0.7061384561764867,0.10496882328427229,0.061378832761067655,0.2689427343317339,1.2898040432740474
0.5666666666666667,0.3144660377352201,"('bike', 'car')",Foveal 2.5°,0.43102333578294616,0.7023099975503871,0.15993295302263177,0.06557070159920939,0.21199957600127198,1.0167142495158308
0.5833333333333334,0.31046560016995267,"('bike', 'car')",Foveal 3°,0.4494155709092573,0.7172510957574094,0.10540232274872842,0.06473655270431573,0.2684140635475096,1.28726862726161
0.5750000000000001,0.3017311165038612,"('bike', 'car')",Foveal 3.5°,0.4448498128172786,0.7051501871827215,0.12269258280604992,0.06291528696058958,0.2485656794997486,1.1920791213585404
0.5499999999999999,0.30686587732536613,"('bike', 'car')",Foveal 4°,0.417634959772618,0.6823650402273819,0.22126228184851587,0.06398595860460891,0.16293763397807032,0.7814214413660193
0.6333333333333333,0.24267032964268392,"('bike', 'car')",Peripheral,0.528658717096715,0.7380079495699516,0.00739972797753223,0.05060026159448143,0.549442255794756,2.6350324905805413
0.5333333333333333,0.3299831645537222,"('bike', 'car')",Opposite,0.390996768475714,0.6756698981909526,0.3163232455893037,0.06880624620561868,0.10101525445522105,0.4844521416518048
0.5666666666666667,0.2748737083745107,"('bike', 'car')",FFA,0.4481012863006229,0.6852320470327103,0.12834536265244373,0.057315130241406345,0.2425356250363329,1.163159996075599
0.6416666666666667,0.3053913700301449,"('bike', 'car')",LOC,0.5099376476846206,0.7733956856487129,0.018097229316891877,0.06367850257992297,0.46388562536224565,2.224717305323892
0.2916666666666667,0.15388487760516156,"('bike', 'car', 'female', 'male')",Foveal 0.5°,0.22528920498168442,0.35804412835164895,0.1034849983668314,0.03208721508608493,0.2707651805369413,1.2985441882345226
0.29583333333333334,0.1391317321422,"('bike', 'car', 'female', 'male')",Foveal 1°,0.23581956613828878,0.3558471005283779,0.06389707911508868,0.029010971604376712,0.3294240115295139,1.5798620590293757
0.2895833333333333,0.14718127050983387,"('bike', 'car', 'female', 'male')",Foveal 1.5°,0.22609743857842324,0.35306922808824337,0.10496882328427239,0.030689416380533827,0.2689427343317338,1.2898040432740472
0.2708333333333333,0.1420949408748328,"('bike', 'car', 'female', 'male')",Foveal 2°,0.20954140107635455,0.3321252655903121,0.2445116245258993,0.02962884333699044,0.1466155881769554,0.7031436595880786
0.25416666666666665,0.14713702985841312,"('bike', 'car', 'female', 'male')",Foveal 2.5°,0.19069985489242564,0.31763347844090767,0.44657670344826444,0.030680191567025325,0.028318273589429854,0.13580966916598172
0.2604166666666667,0.1457589095809317,"('bike', 'car', 'female', 'male')",Foveal 3°,0.19754430008638768,0.3232890332469457,0.36745547610205687,0.030392833624866115,0.07146504249116173,0.3427343035939964
0.24583333333333335,0.13533651474093095,"('bike', 'car', 'female', 'male')",Foveal 3.5°,0.18745661392075696,0.30421005274590973,0.5580476968541395,0.028219614071731878,-0.030787453590353855,-0.1476514404511464
0.24375,0.13015415539531064,"('bike', 'car', 'female', 'male')",Foveal 4°,0.18760866501411388,0.2998913349858861,0.5900510033481403,0.027139017449346655,-0.04801998046867729,-0.23029573608054366
0.3104166666666666,0.15810015724920143,"('bike', 'car', 'female', 'male')",Peripheral,0.2422209654807137,0.37861236785261954,0.03991375638853143,0.03296616165114862,0.3821417240682206,1.8326873266594434
0.2833333333333333,0.11055415967851333,"('bike', 'car', 'female', 'male')",Opposite,0.23564635711852566,0.331020309548141,0.0808340282446284,0.02305213582693749,0.3015113445777636,1.445997610962442
0.5000000000000001,0.11636866703140784,"('bike', 'car', 'female', 'male')",FFA,0.44980496552085747,0.5501950344791428,2.1694835056167792e-10,0.02426454442065684,2.1483446221183,10.303098861694293
0.33125,0.17784151418233782,"('bike', 'car', 'female', 'male')",LOC,0.25453896459906983,0.40796103540093015,0.019420168057016768,0.037082519124753126,0.4568674551246554,2.1910593432624816
